,Competition,Strength training,Recovery,Supplements,Cardiovascular training,Physiotherapy,Cancelled enrollment_False,Cancelled enrollment_True,Past injuries_False,Past injuries_True,Outcome
570,3,39,106,10,73,0,1,0,1,0,1
571,2,63,31,43,4,2,0,1,1,0,0
572,3,122,87,30,61,0,1,0,0,1,0
573,3,118,3077,107,121,0,1,0,1,0,1
574,3,5,22,3,0,0,1,0,0,1,0
575,1,605,146,79,473,24,1,0,0,1,0
576,2,843,6,329,2121,0,1,0,0,1,1
577,2,113,211,59,356,0,1,0,1,0,1
578,1,675,437,169,441,2,1,0,0,1,1
579,2,29,80,79,8,35,1,0,0,1,0
580,3,0,0,0,20,0,1,0,0,1,0
581,0,138,32,19,195,0,1,0,1,0,0
582,2,34,277,33,133,0,0,1,1,0,0
583,3,19,184,31,55,0,1,0,0,1,0
584,2,131,104,110,259,0,1,0,1,0,0
585,3,19,710,49,109,0,1,0,1,0,1
586,0,187,59,51,0,0,1,0,1,0,1
587,1,624,50,147,48,19,1,0,1,0,0
588,2,356,465,548,15,24,1,0,0,1,1
589,1,1127,249,197,818,5,1,0,0,1,0
590,2,31,0,18,146,0,1,0,1,0,0
591,0,1139,88,56,0,0,1,0,1,0,1
592,3,76,0,74,1,0,1,0,0,1,0
593,2,307,211,128,6,79,1,0,1,0,0
594,2,29,0,31,287,0,1,0,1,0,0
595,0,48,0,5,3,0,1,0,1,0,0
596,0,610,257,22,77,0,1,0,0,1,1
597,1,594,28,186,554,7,1,0,0,1,1
598,1,3353,529,522,829,48,1,0,0,1,1
599,1,1560,54,268,676,47,1,0,0,1,1
600,1,2740,5482,771,3274,84,1,0,0,1,1
601,1,21,90,28,115,0,0,1,0,1,0
602,2,133,33,115,1,0,0,1,0,1,0
603,2,36,0,12,71,0,1,0,1,0,0
604,1,1212,35,248,753,1,1,0,0,1,1
605,3,268,56,57,0,0,1,0,0,1,1
606,2,73,303,245,14,199,1,0,0,1,1
607,3,34,96,11,42,0,1,0,1,0,0
608,2,7,0,16,91,0,0,1,1,0,0
609,3,226,3,32,17,0,0,1,0,1,0
610,2,189,459,225,11,0,1,0,0,1,1
611,0,35,43,1,93,0,1,0,0,1,1
612,0,150,353,27,89,0,1,0,0,1,1
613,2,252,192,222,6,100,1,0,0,1,1
614,2,89,112,95,13,87,1,0,0,1,1
615,2,228,5210,347,42,0,1,0,0,1,1
616,3,114,262,125,112,0,1,0,1,0,1
617,3,87,76,80,59,0,1,0,1,0,1
618,1,144,72,52,107,3,0,1,0,1,0
619,1,96,4,82,422,1,1,0,0,1,0
620,0,533,132,13,212,240,1,0,0,1,1
621,1,8,6,11,1,0,1,0,1,0,0
622,2,100,2,29,268,0,1,0,1,0,0
623,1,63,108,52,30,0,1,0,0,1,0
624,2,323,316,241,4,127,1,0,0,1,1
625,1,1877,180,216,1059,69,1,0,0,1,1
626,0,293,342,43,117,26,1,0,1,0,0
627,1,2157,126,362,838,17,1,0,0,1,1
628,3,1743,27,59,172,0,1,0,0,1,1
629,1,0,0,0,0,0,1,0,0,1,0
630,2,55,2,30,198,0,0,1,1,0,0
631,2,139,26,70,1,31,1,0,1,0,0
632,2,38,97,54,370,0,1,0,1,0,1
633,2,240,370,150,19,5,1,0,0,1,1
634,0,560,184,14,165,301,1,0,0,1,1
635,0,505,938,16,138,163,1,0,0,1,1
636,3,30,73,23,109,0,1,0,1,0,0
637,3,9,0,9,0,0,1,0,0,1,0
638,2,17,56,59,2,0,0,1,1,0,0
639,3,1168,259,58,189,0,1,0,0,1,1
640,2,247,5,138,414,0,1,0,1,0,1
641,1,1311,307,333,802,30,1,0,0,1,1
642,1,3582,1085,797,1149,103,1,0,0,1,1
643,2,76,110,61,914,0,1,0,0,1,1
644,0,21,0,1,0,0,1,0,1,0,0
645,3,38,175,31,108,0,1,0,1,0,1
646,2,424,1,9,2,0,1,0,1,0,0
647,2,34,31,14,92,0,1,0,1,0,0
648,1,1496,717,276,330,24,1,0,0,1,0
649,1,537,86,126,29,6,1,0,1,0,0
650,3,53,11,4,6,0,0,1,0,1,0
651,0,287,93,15,67,0,1,0,0,1,1
652,3,3,27,7,0,0,0,1,0,1,0
653,0,112,28,6,79,0,0,1,1,0,0
654,2,16,3,7,0,0,0,1,1,0,0
655,1,360,188,104,538,4,1,0,1,0,0
656,2,308,145,157,8,9,1,0,1,0,0
657,1,1102,497,257,380,4,1,0,0,1,1
658,2,59,37,84,324,0,1,0,1,0,1
659,2,184,813,272,561,0,1,0,1,0,1
660,3,1647,61,59,249,0,1,0,0,1,1
661,2,351,135,195,23,100,1,0,0,1,1
662,3,14,17,19,94,0,1,0,1,0,1
663,0,654,416,157,125,6,1,0,1,0,1
664,2,8,36,9,35,0,0,1,1,0,0
665,3,158,370,67,129,0,1,0,1,0,1
666,2,83,22,83,3,0,0,1,1,0,0
667,2,1080,295,12,179,426,1,0,1,0,1
668,2,321,679,223,10,243,0,1,0,1,0
669,3,56,79,45,49,0,1,0,1,0,1
670,2,197,222,221,1751,0,1,0,1,0,1
671,2,321,226,336,6,54,1,0,0,1,1
672,2,130,161,127,1184,0,1,0,1,0,1
673,3,136,2492,220,100,0,1,0,1,0,0
674,1,814,351,231,423,56,1,0,0,1,1
675,3,86,142,16,80,0,1,0,0,1,1
676,2,31,0,14,103,0,0,1,1,0,0
677,1,454,185,117,572,1,1,0,0,1,1
678,0,487,274,32,84,191,1,0,1,0,1
679,2,36,9,14,3,0,1,0,1,0,0
680,2,62,109,59,244,0,1,0,1,0,1
681,3,20,339,19,72,0,1,0,1,0,1
682,2,33,153,32,75,0,1,0,1,0,1
683,0,403,208,19,107,0,1,0,0,1,1
684,3,11,98,7,89,0,1,0,0,1,0
685,0,511,209,30,0,0,1,0,1,0,0
686,1,632,137,335,988,18,1,0,0,1,1
687,3,434,5,8,187,0,1,0,0,1,1
688,2,100,74,72,351,0,1,0,1,0,0
689,2,8,35,16,17,0,0,1,1,0,0
690,2,74,110,66,652,0,1,0,0,1,1
691,0,2266,100,56,183,0,1,0,0,1,1
692,3,139,990,70,79,0,1,0,0,1,1
693,3,60,583,17,134,0,1,0,0,1,1
694,2,44,8,15,0,2,0,1,1,0,0
695,0,331,0,52,197,1,1,0,1,0,1
696,1,1815,576,717,1439,70,1,0,0,1,1
697,2,104,450,464,4,82,0,1,0,1,0
698,1,433,237,236,773,4,1,0,0,1,1
699,2,116,3,23,0,0,1,0,1,0,0
700,3,51,495,72,74,0,1,0,1,0,1
701,0,815,129,45,0,0,1,0,0,1,1
702,0,577,59,39,139,0,1,0,0,1,1
703,3,102,4,17,12,0,1,0,1,0,0
704,1,2427,387,497,796,34,1,0,0,1,1
705,3,117,45,9,79,0,1,0,1,0,1
706,2,33,0,2,1,0,1,0,1,0,0
707,2,24,28,26,1,0,0,1,0,1,0
708,1,394,336,145,631,1,1,0,0,1,1
709,2,18,10,22,50,0,1,0,1,0,0
710,3,41,36,102,98,0,1,0,1,0,0
711,2,210,535,328,7,158,1,0,0,1,0
712,1,305,176,69,114,0,0,1,0,1,0
713,2,170,328,114,22,68,1,0,1,0,1
714,0,107,7,13,1,0,0,1,1,0,0
715,2,64,89,91,28,98,1,0,0,1,1
716,1,2091,619,482,1052,52,1,0,0,1,1
717,0,539,14,118,0,0,1,0,0,1,1
718,2,1255,32,123,1551,0,1,0,1,0,1
719,0,298,27,45,97,0,1,0,0,1,0
720,2,37,13,70,343,0,0,1,1,0,0
721,3,49,512,32,120,0,1,0,1,0,1
722,2,256,54,358,31,72,0,1,1,0,0
723,2,777,437,485,17,87,1,0,0,1,1
724,2,118,150,35,1,0,0,1,1,0,0
725,1,911,74,172,850,1,1,0,0,1,1
726,2,84,281,67,4,46,1,0,0,1,1
727,0,481,827,75,0,0,1,0,0,1,1
728,1,1024,399,381,821,2,1,0,0,1,1
729,2,907,116,65,647,0,1,0,0,1,0
730,1,1928,501,431,737,44,1,0,0,1,1
731,2,168,908,287,2,0,1,0,0,1,1
732,0,34,0,0,3,0,0,1,1,0,0
733,0,360,386,3,124,180,1,0,0,1,1
734,0,89,25,5,58,0,1,0,0,1,0
735,2,90,4,144,4,0,0,1,1,0,0
736,1,1543,139,279,623,16,1,0,0,1,1
737,0,1116,3333,105,0,0,1,0,1,0,1
738,0,427,761,44,79,0,1,0,0,1,1
739,0,555,14,58,169,281,1,0,1,0,1
740,3,28,23,12,0,0,1,0,0,1,0
741,1,1393,15,168,645,0,1,0,0,1,1
742,2,340,1335,609,12,201,1,0,0,1,1
743,2,40,121,39,116,0,0,1,1,0,0
744,3,50,5,5,0,0,0,1,1,0,0
745,2,39,45,68,4,0,1,0,1,0,0
746,2,159,65,91,6,30,1,0,0,1,1
747,2,426,224,214,11,102,1,0,1,0,0
748,2,193,125,173,4,0,1,0,1,0,1
749,1,626,138,240,68,0,1,0,1,0,0
750,2,45,87,28,2,0,0,1,1,0,0
751,0,286,9,32,149,0,1,0,0,1,1
752,0,343,6,24,161,0,1,0,0,1,1
753,1,609,352,254,1262,21,1,0,0,1,1
754,0,234,255,67,0,0,1,0,1,0,1
755,2,476,351,151,6,175,1,0,0,1,1
756,0,258,32,39,81,0,0,1,0,1,0
757,2,87,53,149,12,63,1,0,1,0,0
758,2,24,0,11,5,0,0,1,1,0,0
759,1,173,145,79,47,5,0,1,0,1,0
760,1,2092,163,340,710,18,1,0,0,1,1
761,0,381,5,1,80,410,1,0,0,1,1
762,1,132,141,114,21,4,0,1,0,1,0
763,2,94,0,79,8,2,1,0,1,0,0
764,2,45,71,99,6,7,0,1,1,0,0
765,3,16,535,28,64,0,1,0,1,0,0
766,0,51,11,13,3,0,0,1,1,0,0
767,2,27,3,47,297,0,1,0,1,0,1
768,2,71,82,58,768,0,1,0,1,0,1
769,2,72,116,36,2,15,1,0,1,0,0
770,3,183,1024,139,92,0,1,0,1,0,1
771,1,1742,323,253,539,21,1,0,0,1,1
772,1,312,55,226,183,0,1,0,1,0,0
773,0,249,11,39,162,0,1,0,0,1,1
774,2,99,44,108,494,0,1,0,1,0,1
775,0,631,112,17,145,62,1,0,0,1,1
776,0,948,379,170,0,0,1,0,1,0,1
777,1,42,4,79,555,0,1,0,0,1,1
778,1,435,114,137,571,5,1,0,0,1,1
779,3,88,307,194,87,0,1,0,1,0,1
780,3,6,397,11,52,0,1,0,1,0,1
781,1,76,52,25,24,7,0,1,0,1,0
782,3,1339,769,78,158,0,1,0,0,1,1
783,3,82,345,86,72,0,1,0,1,0,1
784,3,20,49,13,58,0,1,0,1,0,1
785,1,2054,247,264,836,31,1,0,0,1,1
786,1,1039,462,326,500,14,1,0,0,1,0
787,3,28,181,33,67,0,1,0,1,0,1
788,3,65,196,77,121,0,1,0,1,0,0
789,0,522,76,23,76,150,1,0,0,1,1
790,3,0,12,1,0,0,1,0,1,0,0
791,3,5,126,19,40,0,1,0,1,0,0
792,3,989,165,38,35,0,1,0,0,1,1
793,3,10,0,6,94,0,1,0,0,1,1
794,2,7,10,12,130,0,0,1,1,0,0
795,2,212,36,75,0,0,1,0,1,0,0
796,1,840,615,421,170,38,0,1,0,1,0
797,2,218,242,150,6,41,1,0,1,0,0
798,1,900,288,196,126,23,0,1,0,1,0
799,1,1604,724,478,859,56,1,0,0,1,1
800,1,310,170,100,237,7,0,1,0,1,0
801,3,65,236,46,79,0,1,0,1,0,1
802,0,369,29,40,92,217,1,0,0,1,1
803,2,143,16,126,3,5,1,0,1,0,0
804,2,511,1473,162,2012,0,1,0,1,0,1
805,0,650,106,132,0,0,1,0,1,0,1
806,1,337,41,117,769,2,1,0,0,1,1
807,3,239,16,42,160,0,1,0,1,0,1
808,2,167,2910,229,20,0,1,0,0,1,1
809,3,444,0,28,89,0,1,0,1,0,1
810,2,166,182,150,23,0,1,0,0,1,1
811,2,81,187,101,607,0,1,0,1,0,1
812,0,252,39,36,108,0,1,0,0,1,1
813,3,32,180,40,89,0,1,0,1,0,1
814,2,688,110,107,9,0,1,0,0,1,1
815,3,25,3084,115,65,0,1,0,1,0,1
816,1,25,64,44,40,4,0,1,1,0,0
817,2,44,3,109,7,0,1,0,0,1,1
818,2,176,157,126,6,91,1,0,0,1,1
819,1,105,78,26,56,0,1,0,1,0,0
820,2,131,2,80,718,0,1,0,1,0,0
821,0,135,94,4,42,0,0,1,0,1,0
822,0,657,96,46,84,77,0,1,0,1,0
823,1,337,65,99,301,30,0,1,0,1,0
824,3,511,5,32,114,0,1,0,1,0,1
825,0,225,1,52,245,334,1,0,0,1,1
826,1,1231,476,285,702,31,1,0,0,1,1
827,0,24,11,2,26,0,1,0,0,1,0
828,1,332,48,112,562,0,1,0,0,1,1
829,1,632,271,166,155,56,1,0,0,1,0
830,1,459,326,277,2060,0,1,0,0,1,1
831,3,48,275,74,84,0,1,0,1,0,1
832,3,3,48,5,0,0,1,0,0,1,0
833,1,781,933,236,707,22,1,0,0,1,0
834,2,156,64,84,15,43,1,0,1,0,1
835,2,206,847,157,814,0,1,0,1,0,1
836,3,115,248,44,131,0,1,0,1,0,1
837,1,406,162,290,627,4,1,0,0,1,1
838,1,218,33,65,0,1,1,0,1,0,0
839,0,486,359,57,117,16,1,0,0,1,1
840,3,761,127,24,111,0,1,0,0,1,1
841,3,10,41,7,42,0,0,1,1,0,0
842,2,168,78,48,3,0,0,1,1,0,0
843,2,169,956,124,302,0,1,0,1,0,1
844,2,103,257,133,13,164,1,0,0,1,1
845,2,324,679,251,10,188,1,0,0,1,0
846,2,190,80,108,2,25,0,1,1,0,0
847,1,227,63,83,5,3,0,1,1,0,0
848,0,487,22,4,136,246,1,0,0,1,1
849,0,122,135,37,106,0,1,0,0,1,1
850,2,230,214,205,1,48,0,1,0,1,0
851,0,273,246,34,112,0,1,0,0,1,1
852,3,115,2338,173,142,0,0,1,1,0,0
853,2,206,98,199,7,7,0,1,1,0,0
854,2,119,180,181,11,0,1,0,0,1,1
855,2,82,208,188,5,0,1,0,0,1,1
856,0,631,504,40,105,393,1,0,0,1,1
857,2,157,38,5,0,0,1,0,1,0,0
858,2,326,22,328,1204,0,1,0,1,0,0
859,1,514,215,250,784,28,1,0,0,1,1
860,3,26,58,14,77,0,1,0,1,0,1
861,0,234,112,43,97,0,1,0,0,1,1
862,2,96,87,170,6,50,0,1,0,1,0
863,0,659,16,63,0,0,1,0,1,0,1
864,1,330,239,125,198,10,0,1,0,1,0
865,1,1841,404,416,782,43,1,0,0,1,1
866,2,1130,478,253,1061,0,1,0,1,0,1
867,1,122,53,78,120,2,0,1,0,1,0
868,3,96,1168,81,138,0,1,0,0,1,1
869,1,1371,214,345,501,21,1,0,0,1,0
870,1,1129,91,179,587,22,1,0,0,1,1
871,0,224,0,9,86,0,1,0,0,1,1
872,2,73,21,108,491,0,1,0,1,0,1
873,0,252,50,5,95,0,0,1,0,1,0
874,3,152,37,12,34,0,0,1,0,1,0
875,0,837,128,20,192,272,1,0,1,0,1
876,3,151,3,33,125,0,0,1,0,1,0
877,1,1865,1030,451,1580,33,1,0,0,1,1
878,2,133,63,143,667,0,1,0,1,0,0
879,3,19,0,16,57,0,1,0,0,1,0
880,2,316,120,153,23,95,1,0,1,0,1
881,1,1750,371,350,1092,30,1,0,0,1,1
882,2,179,210,290,28,0,1,0,0,1,1
883,2,50,175,141,722,0,0,1,1,0,0
884,3,79,4506,156,152,0,1,0,1,0,1
885,2,33,1,33,134,0,1,0,1,0,0
886,1,1765,381,391,640,22,1,0,0,1,1
887,2,113,115,50,6,0,0,1,1,0,0
888,0,299,36,22,126,0,1,0,0,1,1
889,2,78,219,67,2,69,1,0,0,1,1
890,1,413,212,135,1172,0,1,0,0,1,1
891,2,391,796,212,5,48,1,0,0,1,1
892,1,144,2,4,0,0,1,0,0,1,0
893,1,646,85,145,954,6,1,0,0,1,1
894,1,1041,54,370,695,22,1,0,0,1,1
895,1,707,21,159,695,11,1,0,0,1,1
896,2,226,106,113,6,52,1,0,0,1,1
897,2,1095,114,175,536,18,1,0,0,1,1
898,0,472,143,7,123,141,1,0,1,0,1
899,2,203,317,75,1,38,0,1,1,0,0
900,3,28,235,46,82,0,1,0,0,1,1
901,2,19,5,37,42,0,0,1,1,0,0
902,2,379,783,341,40,101,1,0,1,0,1
903,3,74,102,83,97,0,1,0,1,0,1
904,1,673,557,312,722,40,1,0,0,1,1
905,1,1530,208,298,610,17,1,0,0,1,1
906,2,356,721,257,1199,0,1,0,1,0,0
907,3,66,853,44,75,0,1,0,1,0,1
908,1,108,189,42,107,21,0,1,0,1,0
909,3,43,42,16,61,0,1,0,0,1,0
910,0,1109,655,93,156,558,1,0,0,1,1
911,0,549,0,2,3,110,1,0,1,0,1
912,0,259,255,67,153,30,1,0,0,1,1
913,0,1237,241,21,170,203,1,0,0,1,1
914,2,82,3,56,506,0,1,0,1,0,1
915,2,270,528,116,13,0,1,0,0,1,0
916,2,700,410,307,17,0,1,0,0,1,1
917,0,685,249,61,108,196,1,0,1,0,1
918,2,54,3,79,581,0,1,0,1,0,1
919,3,8,0,10,51,0,1,0,0,1,1
920,1,1062,266,295,517,41,1,0,0,1,1
921,0,161,39,10,83,0,1,0,0,1,1
922,1,1608,534,311,1391,21,1,0,0,1,1
923,2,402,89,101,371,0,1,0,1,0,0
924,0,1091,71,71,172,121,1,0,1,0,1
925,0,553,773,49,191,0,1,0,0,1,1
926,0,207,84,9,106,0,1,0,0,1,1
927,3,99,22,12,51,0,1,0,0,1,0
928,2,3,42,2,1,0,0,1,0,1,0
929,0,342,10,22,115,0,1,0,0,1,1
930,1,640,74,185,1,11,1,0,1,0,0
931,2,206,200,175,608,0,1,0,1,0,1
932,3,1,0,3,0,0,0,1,0,1,0
933,1,1627,894,468,936,12,1,0,0,1,1
934,0,598,212,41,0,0,1,0,1,0,0
935,1,1685,99,231,792,14,1,0,0,1,1
936,2,101,220,70,191,0,0,1,1,0,0
937,0,411,18,4,106,0,1,0,1,0,0
938,1,1391,861,274,1945,15,1,0,0,1,1
939,0,905,393,27,199,431,1,0,1,0,1
940,2,84,482,187,730,0,1,0,1,0,1
941,0,173,5,3,105,0,0,1,0,1,0
942,1,179,10,31,0,0,1,0,1,0,0
943,2,140,743,63,9,0,1,0,0,1,1
944,1,28,37,28,2,0,0,1,0,1,0
945,0,618,40,31,187,159,1,0,0,1,1
946,3,26,130,29,20,0,0,1,1,0,0
947,0,1048,625,147,0,0,0,1,1,0,0
948,1,2203,430,412,1099,36,1,0,0,1,1
949,0,186,227,70,116,6,0,1,1,0,0
950,1,107,117,61,128,0,1,0,0,1,0
951,1,269,62,106,581,1,1,0,0,1,1
952,1,1738,262,227,587,9,1,0,0,1,1
953,1,139,49,89,616,0,1,0,1,0,0
954,0,1099,1791,47,176,0,1,0,0,1,1
955,1,45,1,26,1,2,1,0,1,0,0
956,2,284,727,205,44,0,1,0,0,1,1
957,3,34,30,3,2,0,0,1,1,0,0
958,3,19,831,26,143,0,1,0,0,1,1
959,1,350,232,204,4,3,1,0,1,0,0
960,3,27,0,5,0,0,0,1,0,1,0
961,1,480,232,140,695,5,1,0,0,1,1
962,2,60,1003,87,708,0,1,0,1,0,1
963,2,406,16,60,2,0,1,0,1,0,1
964,1,169,119,106,126,8,1,0,0,1,0
965,2,542,280,360,30,86,1,0,0,1,1
966,2,389,25,232,1,88,1,0,1,0,0
967,2,105,391,175,11,115,1,0,0,1,1
968,2,24,2,18,149,0,0,1,1,0,0
969,1,271,169,124,86,1,1,0,0,1,0
970,1,471,69,160,578,0,1,0,0,1,1
971,3,85,136,66,78,0,1,0,1,0,1
972,1,2038,898,383,948,127,1,0,0,1,1
973,2,68,450,121,581,0,1,0,1,0,1
974,0,42,11,12,10,0,0,1,1,0,0
975,0,701,204,10,51,191,1,0,0,1,1
976,1,3024,452,479,1309,80,1,0,0,1,1
977,1,168,112,41,156,3,0,1,0,1,0
978,2,478,86,81,611,0,1,0,1,0,1
979,2,72,1,36,1,0,0,1,1,0,0
980,2,54,608,64,261,0,1,0,1,0,1
981,1,2186,358,398,767,24,1,0,0,1,1
982,1,510,405,209,717,0,1,0,0,1,1
983,1,853,104,260,559,16,1,0,0,1,1
984,3,22,0,2,0,0,0,1,0,1,0
985,1,1375,226,483,1125,41,1,0,1,0,1
986,2,19,259,72,500,0,1,0,1,0,1
987,0,464,368,72,0,0,1,0,0,1,1
988,3,1,57,3,0,0,0,1,0,1,0
989,2,61,39,24,0,25,1,0,1,0,0
990,1,2625,778,259,802,24,1,0,0,1,1
991,1,112,38,46,0,0,0,1,1,0,0
992,1,629,94,167,341,13,0,1,0,1,0
993,2,189,473,459,15,194,1,0,0,1,1
994,2,231,240,332,3839,0,1,0,1,0,1
995,1,1950,530,292,591,52,1,0,0,1,1
996,0,780,45,0,161,160,1,0,0,1,1
997,1,1256,293,293,1311,13,1,0,0,1,1
998,1,773,113,184,183,58,0,1,0,1,0
999,3,51,896,69,93,0,1,0,1,0,1
1000,3,44,97,55,79,0,1,0,1,0,1
1001,3,15,48,5,92,0,1,0,1,0,1
1002,3,48,1643,57,105,0,1,0,0,1,1
1003,3,53,487,63,53,0,1,0,1,0,1
1004,1,1551,380,287,1116,48,1,0,0,1,1
1005,2,6,1,11,70,0,0,1,1,0,0
1006,2,14,18,0,0,0,0,1,1,0,0
1007,2,152,8,41,3,6,1,0,0,1,1
1008,3,47,88,27,98,0,1,0,1,0,1
1009,2,141,35,125,11,0,1,0,0,1,1
1010,0,935,107,8,117,279,1,0,0,1,1
1011,0,564,190,12,154,149,1,0,1,0,1
1012,0,342,24,29,146,0,1,0,0,1,1
1013,2,297,1305,588,38,249,1,0,0,1,1
1014,1,2713,640,660,735,39,1,0,0,1,1
1015,0,39,12,11,0,0,1,0,0,1,0
1016,0,46,12,14,86,0,1,0,0,1,1
1017,2,170,61,158,249,7,1,0,0,1,1
1018,1,292,116,250,741,5,1,0,0,1,1
1019,2,237,164,102,10,0,1,0,1,0,0
1020,0,1085,99,69,0,0,1,0,1,0,1
1021,3,150,484,21,3,0,0,1,0,1,0
1022,0,229,4,29,0,0,1,0,1,0,1
1023,2,23,5,26,225,0,1,0,1,0,1
1024,1,1286,192,281,832,32,1,0,0,1,1
1025,3,14,49,28,16,0,1,0,1,0,0
1026,1,583,143,207,487,2,1,0,0,1,1
1027,2,158,237,263,12,155,1,0,0,1,1
1028,1,1071,356,130,556,5,1,0,0,1,1
1029,2,91,77,77,156,0,0,1,1,0,0
1030,2,215,324,690,38,120,1,0,0,1,1
1031,1,3042,401,554,770,18,1,0,0,1,1
1032,2,144,771,214,10,0,1,0,0,1,1
1033,2,86,62,183,1331,0,1,0,0,1,1
1034,2,196,129,56,4,5,1,0,1,0,0
1035,2,359,888,507,85,111,1,0,0,1,1
1036,2,130,187,294,22,50,1,0,1,0,0
1037,3,0,0,2,35,0,1,0,1,0,0
1038,2,485,87,117,579,10,1,0,1,0,1
1039,3,15,36,14,63,0,1,0,1,0,1
1040,2,48,9,11,127,0,0,1,1,0,0
1041,1,35,7,12,0,0,1,0,1,0,0
1042,1,831,27,284,497,0,1,0,0,1,1
1043,0,440,723,42,88,15,1,0,1,0,0
1044,0,507,117,8,94,0,1,0,0,1,0
1045,3,8,0,8,3,0,1,0,1,0,0
1046,1,502,147,161,531,16,1,0,0,1,0
1047,1,549,544,326,437,66,0,1,0,1,0
1048,2,265,220,221,12,86,1,0,0,1,0
1049,2,184,6,147,276,0,1,0,1,0,1
1050,2,266,506,356,43,233,1,0,1,0,1
1051,0,224,14,32,26,0,1,0,0,1,0
1052,2,104,123,122,11,85,1,0,1,0,1
1053,2,49,0,59,347,0,1,0,1,0,1
1054,3,47,108,56,66,0,1,0,1,0,1
1055,0,197,111,24,86,0,1,0,1,0,1
1056,3,29,8,16,63,0,1,0,1,0,1
1057,1,80,310,77,2,3,0,1,1,0,0
1058,1,1239,408,283,1720,12,1,0,0,1,1
1059,3,88,159,63,65,0,1,0,1,0,1
1060,1,835,236,247,776,29,1,0,0,1,1
1061,2,52,24,19,0,16,1,0,0,1,0
1062,0,247,148,27,122,0,1,0,0,1,1
1063,1,2885,265,485,790,15,1,0,0,1,1
1064,1,830,218,299,965,11,1,0,0,1,1
1065,3,11,52,0,0,0,1,0,1,0,0
1066,3,275,705,57,70,0,1,0,1,0,1
1067,2,4,3,9,53,0,1,0,1,0,0
1068,2,385,892,181,681,0,1,0,1,0,1
1069,0,2064,120,59,174,334,1,0,0,1,1
1070,0,410,30,12,110,138,1,0,1,0,1
1071,3,12,16,10,22,0,0,1,1,0,0
1072,2,245,959,351,25,0,1,0,0,1,1
1073,1,1118,218,278,473,44,1,0,0,1,1
1074,1,1849,373,310,441,92,1,0,0,1,1
1075,3,10,83,9,60,0,1,0,1,0,1
1076,2,180,412,74,6,1,1,0,0,1,1
1077,2,33,2,76,149,0,1,0,1,0,1
1078,2,40,0,17,1,0,0,1,1,0,0
1079,1,146,77,130,64,45,0,1,0,1,0
1080,0,1043,271,161,0,0,0,1,0,1,0
1081,3,1870,496,91,183,0,1,0,0,1,1
1082,2,107,0,82,2,0,0,1,0,1,0
1083,1,1497,201,233,1169,0,1,0,0,1,1
1084,3,173,0,18,171,0,1,0,0,1,1
1085,2,98,68,65,3,35,1,0,0,1,0
1086,2,626,46,77,3,0,1,0,0,1,0
1087,0,449,8,76,127,129,1,0,1,0,1
1088,3,592,28,55,64,0,1,0,0,1,0
1089,0,197,323,11,131,0,1,0,0,1,1
1090,2,404,586,251,18,185,1,0,0,1,1
1091,1,1919,536,264,706,64,1,0,0,1,1
1092,0,697,422,20,184,480,1,0,0,1,1
1093,0,82,57,0,100,0,1,0,1,0,0
1094,1,1361,266,216,818,37,1,0,0,1,1
1095,2,112,220,168,6,21,0,1,1,0,0
1096,0,275,50,39,0,0,1,0,0,1,0
1097,3,31,223,37,89,0,1,0,1,0,1
1098,1,601,578,232,836,3,1,0,0,1,1
1099,1,81,5,20,0,0,1,0,1,0,0
1100,2,54,23,35,4,0,1,0,1,0,1
1101,1,884,283,211,664,11,1,0,1,0,1
1102,3,284,371,61,47,0,1,0,1,0,1
1103,0,630,253,41,142,0,1,0,0,1,0
1104,0,41,106,9,0,0,0,1,0,1,0
1105,2,40,107,44,6,1,0,1,0,1,0
1106,0,396,143,39,104,0,1,0,0,1,1
1107,2,314,312,81,1108,3,1,0,1,0,1
1108,3,42,645,90,68,0,1,0,1,0,1
1109,2,68,390,62,271,0,1,0,0,1,1
1110,2,89,0,208,1,12,1,0,1,0,0
1111,3,413,0,25,47,0,0,1,0,1,0
1112,0,405,70,95,144,391,1,0,0,1,0
1113,0,313,72,47,112,0,1,0,0,1,1
1114,3,26,7,28,78,0,1,0,1,0,0
1115,0,415,415,121,212,224,1,0,1,0,1
1116,2,288,153,387,9,0,1,0,0,1,1
1117,1,226,62,28,84,20,0,1,0,1,0
1118,2,157,524,141,10,0,1,0,1,0,1
1119,2,656,209,450,45,35,1,0,0,1,1
1120,2,0,0,0,55,0,1,0,1,0,0
1121,2,240,17,113,1168,0,0,1,0,1,0
1122,2,311,2241,382,41,0,1,0,0,1,1
1123,2,229,68,108,5,53,1,0,1,0,0
1124,1,1499,240,308,914,6,1,0,0,1,0
1125,0,194,87,44,127,0,1,0,0,1,1
1126,0,234,266,14,98,0,1,0,0,1,1
1127,2,198,262,232,3,108,1,0,0,1,1
1128,1,123,41,53,1,0,1,0,0,1,0
1129,2,25,1,25,154,0,0,1,1,0,0
1130,3,13,124,29,108,0,1,0,1,0,1
1131,2,68,56,57,7,0,0,1,1,0,0
1132,1,978,434,258,872,2,1,0,0,1,1
1133,1,308,28,121,655,0,1,0,1,0,0
1134,2,12,27,12,32,0,0,1,1,0,0
1135,0,49,25,23,0,0,1,0,0,1,0
1136,0,397,66,28,131,3,1,0,0,1,0
1137,1,1239,383,427,1605,8,1,0,0,1,1
